siruta,lhdi_2018_pred
42058.0,48.5
64265.0,48.2
83375.0,64.4
96254.0,60.3
97919.0,78.0
18162.0,35.4
16739.0,44.8
66857.0,36.2
153062.0,41.9
154308.0,39.3
60455.0,74.1
120487.0,82.3
114319.0,72.2
119723.0,58.4
114809.0,67.0
60632.0,65.6
60482.0,70.7
62985.0,57.7
63326.0,52.7
61372.0,63.4
148202.0,53.6
32153.0,55.7
77377.0,43.2
76497.0,35.6
39975.0,26.9
36300.0,33.8
155760.0,62.7
159384.0,65.5
72007.0,44.7
70637.0,42.1
71340.0,50.4
126674.0,20.7
127288.0,40.8
105160.0,81.5
103513.0,66.3
103997.0,81.6
101957.0,80.0
179409.0,82.6
40900.0,84.8
40198.0,73.6
20297.0,62.3
20359.0,57.6
32394.0,70.9
33729.0,54.7
33621.0,59.9
34333.0,52.8
148916.0,45.8
146995.0,37.7
43493.0,28.8
18331.0,46.1
15233.0,66.2
18475.0,48.3
150310.0,40.1
151567.0,26.6
148328.0,24.6
147134.0,52.5
149414.0,48.1
146432.0,69.0
149833.0,38.1
146325.0,44.9
146370.0,52.2
146281.0,67.1
146263.0,66.6
161464.0,47.5
160430.0,47.4
11539.0,58.8
152350.0,28.8
97465.0,19.7
75864.0,32.8
75356.0,36.1
52909.0,6.9
51056.0,52.4
155261.0,96.5
77475.0,46.7
75953.0,47.0
61871.0,36.0
146904.0,38.8
147786.0,39.8
149502.0,30.6
149101.0,46.1
151479.0,43.8
148667.0,38.5
149584.0,16.0
151095.0,42.2
150043.0,45.3
146628.0,64.9
147161.0,43.8
147526.0,43.7
147358.0,49.3
147884.0,45.5
111220.0,42.0117639549
179221.0,84.1
147633.0,25.5
146931.0,49.2
103443.0,62.0
104582.0,54.7
164197.0,25.8
164277.0,29.0
51840.0,30.7503770577
66081.0,67.5
66152.0,46.1
91688.0,57.6
87638.0,65.2
80766.0,35.2
155494.0,66.0
157451.0,56.9
60570.0,75.1
60534.0,65.3
179711.0,50.6
67256.0,52.5
179132.0,74.9
